rid,road_level,ori,des,lnglat_seq,parents,children
0VB7407KGF00VB7207KGG00,45000,0VB7407KGF0,,"102.729834,25.038336;102.729833,25.038449",[],"['0VB7H07KGG00VB7407KGF00', '0VB6J07KGE00VB7407KGF00', '0VB6E07KGE00VB7407KGF00', '0VB7607KGD00VB7407KGF00', '0VB7207KGG00VB7407KGF00']"
0VB6D07KI110VB5N07KHV00,44000,,0VB5N07KHV0,"102.727719,25.043395;102.7276,25.043381;102.727177,25.043331;102.726787,25.043284;102.726518,25.043255;102.726149,25.043216;102.726082,25.043209;102.725563,25.043149","['0VB5N07KHV00VB6107KI000', '0VB5N07KHV00VB5N07KH000', '0VB5N07KHV00VB4N07KHR00', '0VB5N07KHV00VB5O07KJ400', '0VB5N07KHV00VB6D07KI100']",[]
0VB1B07KHH00VB1A07KHK00,47000,,0VB1A07KHK0,"102.711546,25.041767;102.711498,25.041808;102.711361,25.041994","['0VB1A07KHK00VB1P07KHL00', '0VB1A07KHK00VB1B07KHH00', '0VB1A07KHK00VB1A07KH800']",[]
0VB6E07KGE00VB7407KGF00,44000,,0VB7407KGF0,"102.727818,25.038205;102.728286,25.038231;102.728399,25.038227;102.729252,25.038245;102.729833,25.038251","['0VB7407KGF00VB7407KGD00', '0VB7407KGF00VB6D07KGF00', '0VB7407KGF00VB7207KGG00', '0VB7407KGF00VB8207KGF00']",[]
0VB2D07KJE00VB2C07KJM10,44000,0VB2D07KJE0,,"102.714901,25.047933;102.714868,25.048217;102.714823,25.048602",[],"['0VB2A07KK300VB2D07KJE00', '0VB2A07KK200VB2D07KJE00', '0VB2G07KIT00VB2D07KJE00', '0VB2A07KJE00VB2D07KJE00']"
0VB2N07KH200VB2D07KH000,45000,0VB2N07KH20,,"102.715898,25.040138;102.715768,25.040109;102.715686,25.040103;102.714861,25.040048",[],"['0VB2L07KHE00VB2N07KH200', '0VB2D07KH000VB2N07KH200', '0VB2T07KGQ00VB2N07KH200', '0VB2Q07KGD00VB2N07KH200']"
0VB7B07KJ800VB7407KJC00,44000,,0VB7407KJC0,"102.730647,25.047189;102.73021,25.047602","['0VB7407KJC00VB7H07KIT00', '0VB7407KJC00VB7H07KJL00', '0VB7407KJC00VB6B07KK400', '0VB7407KJC00VB5O07KJ400']",[]
0VB7J07KI500VB7U07KI700,44000,,0VB7U07KI70,"102.731481,25.04373;102.731833,25.043763;102.732138,25.043796;102.732386,25.043816;102.732603,25.043822","['0VB7U07KI700VB9907KI600', '0VB7U07KI700VB7U07KI100', '0VB7U07KI700VB7807KI500', '0VB7U07KI700VB7F07KJ200', '0VB7U07KI700VB8607KHG00']",[]
0VB5N07KHV00VB6D07KI100,44000,0VB5N07KHV0,,"102.725559,25.043052;102.725636,25.043057;102.725846,25.043082;102.726097,25.043112;102.726243,25.043123;102.7268,25.043184;102.726881,25.043195;102.727721,25.043304",[],"['0VB5307KHS00VB5N07KHV00', '0VB5N07KGE00VB5N07KHV00', '0VB6E07KI100VB5N07KHV00', '0VB5O07KJ400VB5N07KHV00', '0VB6107KI000VB5N07KHV00', '0VB4R07KHQ00VB5N07KHV00', '0VB6D07KI110VB5N07KHV00']"
0VB4V07KFS00VB4V07KGD00,45000,,0VB4V07KGD0,"102.723117,25.036369;102.723113,25.03672;102.723101,25.037735;102.723096,25.038144","['0VB4V07KGD00VB5N07KGE00', '0VB4V07KGD00VB4V07KFS00']",[]
0VBAB07KI400VBAB07KI700,45000,,0VBAB07KI70,"102.740304,25.0436;102.740284,25.043837","['0VBAB07KI700VBB207KHU00', '0VBAB07KI700VBAB07KI400', '0VBAB07KI700VBAD07KIJ00', '0VBAB07KI700VB9U07KI700', '0VBAB07KI700VBAD07KIN00']",[]
0VB2D07KJE00VB2A07KJE00,45000,0VB2D07KJE0,,"102.714864,25.047932;102.714686,25.047921",[],"['0VB2A07KK300VB2D07KJE00', '0VB2A07KK200VB2D07KJE00', '0VB2G07KIT00VB2D07KJE00', '0VB2A07KJE00VB2D07KJE00']"
0VB6B07KK400VB7E07KL300,44000,0VB6B07KK40,,"102.727536,25.049978;102.727611,25.050026;102.727686,25.050079;102.727813,25.050181;102.727926,25.050282;102.728112,25.050445;102.728406,25.050704;102.72955,25.051777;102.72958,25.051804;102.729602,25.051824;102.72961,25.051831;102.729989,25.052177;102.730453,25.052606;102.730674,25.052817;102.730877,25.053006;102.730983,25.053102",[],"['0VB5L07KKN00VB6B07KK400', '0VB7E07KL300VB6B07KK400', '0VB5O07KJ400VB6B07KK400', '0VB7407KJC00VB6B07KK400']"
0VB7407KJC00VB5O07KJ400,44000,0VB7407KJC0,0VB5O07KJ40,"102.730032,25.047625;102.729725,25.047415;102.72947,25.047252;102.72946,25.047246;102.729295,25.047138;102.729206,25.047077;102.729139,25.047043;102.729064,25.047009;102.72896,25.046973;102.728748,25.046956;102.728353,25.04695;102.727233,25.046939;102.726608,25.046936;102.726382,25.046929;102.726238,25.046924;102.725835,25.046905;102.725609,25.046893","['0VB5O07KJ400VB5707KJ400', '0VB5O07KJ400VB5N07KHV00', '0VB5O07KJ400VB6T07KJ600', '0VB5O07KJ400VB6B07KK400']","['0VB6T07KJ600VB7407KJC00', '0VB6B07KK400VB7407KJC00', '0VB7B07KJ800VB7407KJC00', '0VB8T07KKJ00VB7407KJC00']"
0VB7U07KI700VB7U07KI100,47000,0VB7U07KI70,,"102.732603,25.043822;102.732574,25.0437;102.732694,25.043364",[],"['0VB8C07KI800VB7U07KI700', '0VB8H07KGF00VB7U07KI700', '0VB8C07KI800VB7U07KI701', '0VB7H07KIT00VB7U07KI700', '0VB7J07KI500VB7U07KI700']"
0VB7U07KI700VB7807KI500,44000,0VB7U07KI70,0VB7807KI50,"102.732532,25.043944;102.732428,25.043939;102.732358,25.043933;102.732287,25.043923;102.731723,25.04386;102.731501,25.043831;102.731458,25.043825;102.730962,25.043769;102.730434,25.043709;102.730407,25.043707",['0VB7807KI500VB7307KI500'],"['0VB8C07KI800VB7U07KI700', '0VB8H07KGF00VB7U07KI700', '0VB8C07KI800VB7U07KI701', '0VB7H07KIT00VB7U07KI700', '0VB7J07KI500VB7U07KI700']"
0VB6B07KK400VB6207KKC00,44000,0VB6B07KK40,,"102.727473,25.05004;102.726961,25.050517;102.726763,25.050684;102.726631,25.050795",[],"['0VB5L07KKN00VB6B07KK400', '0VB7E07KL300VB6B07KK400', '0VB5O07KJ400VB6B07KK400', '0VB7407KJC00VB6B07KK400']"
0VB2D07KGC00VB2Q07KGD00,44000,,0VB2Q07KGD0,"102.714945,25.037972;102.715259,25.03798;102.71589,25.037994;102.716182,25.038006","['0VB2Q07KGD00VAVC07KG700', '0VB2Q07KGD00VB3107KG110', '0VB2Q07KGD00VB3N07KGD00', '0VB2Q07KGD00VB2R07KFU00', '0VB2Q07KGD00VB3K07KGD00', '0VB2Q07KGD00VB2N07KH200']",[]
0VB4K07KHR00VB3R07KHP00,44000,,0VB3R07KHP0,"102.722044,25.042673;102.721579,25.042609;102.721255,25.04259;102.720926,25.042587;102.720434,25.042581;102.71999,25.042573;102.719627,25.042576","['0VB3R07KHP00VB3S07KI600', '0VB3R07KHP00VB3B07KHP00', '0VB3R07KHP00VB4R07KHQ00', '0VB3R07KHP00VB3T07KGD00']",[]
0VB4Q07KJU00VB4507KJU00,44000,0VB4Q07KJU0,,"102.72255,25.049452;102.722372,25.049406;102.722256,25.04939;102.722121,25.049379;102.721996,25.049376;102.721981,25.049376;102.721346,25.04939;102.721022,25.049398;102.72045,25.049423",[],"['0VB4K07KJT00VB4Q07KJU01', '0VB4K07KJT00VB4Q07KJU00', '0VB4U07KK000VB4Q07KJU00']"
0VB1P07KHL00VB2K07KHN00,44000,,0VB2K07KHN0,"102.712903,25.042089;102.713523,25.042125;102.713637,25.042133;102.713756,25.042138;102.713929,25.042145;102.714003,25.04215;102.714095,25.042155;102.71457,25.042184;102.714871,25.042205;102.71562,25.042256","['0VB2K07KHN00VB2L07KHE00', '0VB2K07KHN00VB2K07KHU00', '0VB2K07KHN00VB3R07KHP00', '0VB2K07KHN00VB2007KHM00']",[]
0VBAQ07KFU00VBA007KGG00,44000,0VBAQ07KFU0,0VBA007KGG0,"102.741844,25.036618;102.741666,25.036709;102.741481,25.036794;102.741329,25.036872;102.74072,25.037273;102.74048,25.037466;102.740304,25.037629;102.740241,25.037699;102.7402,25.037739;102.740137,25.037805;102.74003,25.037916;102.73986,25.038074;102.739723,25.038175;102.739643,25.038221;102.739566,25.038265;102.739213,25.038406","['0VBA007KGG00VB9907KI600', '0VBA007KGG00VB9N07KGH00', '0VBA007KGG00VBA707KGG00']","['0VBBB07KFL00VBAQ07KFU00', '0VBA107KGF00VBAQ07KFU00', '0VBBH07KGC00VBAQ07KFU00', '0VBAN07KFS00VBAQ07KFU00', '0VBAM07KFT00VBAQ07KFU00']"
0VB4S07KF000VB3V07KF000,44000,,0VB3V07KF00,"102.722776,25.033645;102.722011,25.033612;102.721179,25.033611;102.72067,25.03361;102.719967,25.033604","['0VB3V07KF000VB4607KF000', '0VB3V07KF000VB3V07KFJ00', '0VB3V07KF000VB4S07KEV00', '0VB3V07KF000VB3107KEU00', '0VB3V07KF000VB4507KD800']",[]
0VB7607KGD00VB7407KGF00,47000,,0VB7407KGF0,"102.730163,25.038058;102.730166,25.038257","['0VB7407KGF00VB7407KGD00', '0VB7407KGF00VB6D07KGF00', '0VB7407KGF00VB7207KGG00', '0VB7407KGF00VB8207KGF00']",[]
0VB5N07KGE00VB5307KGE00,44000,0VB5N07KGE0,,"102.725497,25.038262;102.725091,25.038265;102.724997,25.038265;102.724803,25.038265;102.724242,25.038264;102.723724,25.038252;102.723518,25.038247",[],"['0VB6D07KGF00VB5N07KGE00', '0VB4V07KGD00VB5N07KGE00', '0VB5O07KG200VB5N07KGE00', '0VB5N07KH000VB5N07KGE00']"
0VB7407KGF00VB8207KGF00,44000,0VB7407KGF0,,"102.730166,25.038257;102.731368,25.038261;102.732129,25.038272;102.732976,25.03827",[],"['0VB7H07KGG00VB7407KGF00', '0VB6J07KGE00VB7407KGF00', '0VB6E07KGE00VB7407KGF00', '0VB7607KGD00VB7407KGF00', '0VB7207KGG00VB7407KGF00']"
0VB8607KHG00VB8H07KGF00,44000,,0VB8H07KGF0,"102.733375,25.041551;102.733376,25.041546;102.733394,25.041493;102.733598,25.0409;102.733737,25.040457;102.733786,25.040308;102.733973,25.039729;102.734241,25.038874;102.734367,25.038466;102.734376,25.038402","['0VB8H07KGF00VB7U07KI700', '0VB8H07KGF00VB8S07KGF00', '0VB8H07KGF00VB8F07KFI10', '0VB8H07KGF00VB7H07KGG00']",[]
0VB1M07KK400VB2A07KK200,44000,,0VB2A07KK20,"102.712597,25.049983;102.713485,25.04989;102.714014,25.049832;102.714472,25.049782;102.714635,25.049763","['0VB2A07KK200VB3P07KJU00', '0VB2A07KK200VB0P07KK700', '0VB2A07KK200VB2D07KJE00', '0VB2A07KK200VB2J07KK300', '0VB2A07KK200VB2C07KKD00']",[]
0VB7U07KI700VB7F07KJ200,44000,0VB7U07KI70,,"102.732667,25.043951;102.7324,25.044408;102.732233,25.044693;102.731881,25.045308;102.731717,25.045595;102.731628,25.045751;102.731527,25.045923;102.731461,25.04604;102.731246,25.046414;102.731124,25.046604",[],"['0VB8C07KI800VB7U07KI700', '0VB8H07KGF00VB7U07KI700', '0VB8C07KI800VB7U07KI701', '0VB7H07KIT00VB7U07KI700', '0VB7J07KI500VB7U07KI700']"
0VB4Q07KJU00VB4U07KK001,47000,0VB4Q07KJU0,,"102.722642,25.049374;102.722688,25.049386;102.722848,25.049447;102.722911,25.049481",[],"['0VB4K07KJT00VB4Q07KJU01', '0VB4K07KJT00VB4Q07KJU00', '0VB4U07KK000VB4Q07KJU00']"
0VB8H07KGF00VB7H07KGG00,44000,0VB8H07KGF0,,"102.734376,25.038402;102.734075,25.0384;102.732841,25.038387;102.732125,25.038377;102.731953,25.038374;102.731376,25.038363",[],"['0VB8H07KG600VB8H07KGF00', '0VB8207KGF00VB8H07KGF00', '0VB8607KHG00VB8H07KGF00', '0VB9N07KGH00VB8H07KGF00']"
0VB7207KGG00VB7407KGF00,45000,,0VB7407KGF0,"102.729833,25.038449;102.729834,25.038336","['0VB7407KGF00VB7407KGD00', '0VB7407KGF00VB6D07KGF00', '0VB7407KGF00VB7207KGG00', '0VB7407KGF00VB8207KGF00']",[]
0VAVC07KG700VAVE07KGI00,45000,0VAVC07KG70,,"102.705295,25.03753;102.705463,25.037888;102.705492,25.038009;102.705472,25.03844;102.70543,25.038553",[],"['0VAU407KH900VAVC07KG700', '0VB2Q07KGD00VAVC07KG700', '0VAV807KG200VAVC07KG700', '0VAVE07KGI00VAVC07KG700', '0VAV507KG100VAVC07KG700']"
0VBAM07KFT00VBAQ07KFU00,47000,,0VBAQ07KFU0,"102.741408,25.036536;102.741464,25.036509;102.741513,25.036498;102.74155,25.036509;102.741596,25.036524;102.741809,25.036631","['0VBAQ07KFU00VBBH07KGC00', '0VBAQ07KFU00VBA007KGG00', '0VBAQ07KFU00VBAN07KFS00', '0VBAQ07KFU00VBBD07KFJ00']",[]
0VB5307KGE00VB4Q07KGE00,44000,,0VB4Q07KGE0,"102.723518,25.038247;102.72311,25.038244;102.722562,25.03823","['0VB4Q07KGE00VB4P07KGF00', '0VB4Q07KGE00VB4Q07KGG00', '0VB4Q07KGE00VB4J07KGE00']",[]
0VB7U07KI700VB8607KHG00,44000,0VB7U07KI70,,"102.732603,25.043822;102.732684,25.043604;102.73283,25.043185;102.732886,25.043022;102.732937,25.042888;102.733001,25.042683;102.733116,25.042319;102.733155,25.042204;102.733375,25.041551",[],"['0VB8C07KI800VB7U07KI700', '0VB8H07KGF00VB7U07KI700', '0VB8C07KI800VB7U07KI701', '0VB7H07KIT00VB7U07KI700', '0VB7J07KI500VB7U07KI700']"
0VB1A07KH800VB1A07KHK00,45000,,0VB1A07KHK0,"102.711402,25.040837;102.711388,25.041216;102.711378,25.041495;102.711361,25.041994","['0VB1A07KHK00VB1P07KHL00', '0VB1A07KHK00VB1B07KHH00', '0VB1A07KHK00VB1A07KH800']",[]
0VB2A07KJE00VB2D07KJE00,45000,,0VB2D07KJE0,"102.714686,25.047921;102.714864,25.047932","['0VB2D07KJE00VB2D07KJ900', '0VB2D07KJE00VB2C07KJM10', '0VB2D07KJE00VB2A07KJE00']",[]
0VBAB07KI700VB9U07KI700,44000,0VBAB07KI70,,"102.740286,25.043924;102.74027,25.043924;102.739132,25.043911;102.739111,25.043911",[],"['0VBAD07KIJ00VBAB07KI700', '0VB9S07KI600VBAB07KI700', '0VBAD07KIN00VBAB07KI700', '0VBAB07KI400VBAB07KI700', '0VBB307KHV00VBAB07KI700']"
0VB4V07KGD00VB4V07KFS00,45000,0VB4V07KGD0,,"102.723096,25.038144;102.723101,25.037735;102.723113,25.03672;102.723117,25.036369",[],"['0VB4J07KGD00VB4V07KGD00', '0VB3T07KGD00VB4V07KGD00', '0VB4V07KFS00VB4V07KGD00']"
0VBAD07KIN00VBAB07KJ600,45000,,0VBAB07KJ60,"102.740481,25.045464;102.74045,25.046058;102.740449,25.047015","['0VBAB07KJ600VBB107KJ600', '0VBAB07KJ600VB9F07KJ600', '0VBAB07KJ600VBA807KJS00', '0VBAB07KJ600VBAD07KIN00']",[]
0VB8T07KKJ00VB7407KJC00,44000,,0VB7407KJC0,"102.735658,25.051539;102.735269,25.051273;102.734474,25.050712;102.734463,25.050704;102.734369,25.050632;102.734246,25.050536;102.734098,25.050437;102.733898,25.050298;102.733379,25.049925;102.732762,25.049507;102.732258,25.04915;102.7317,25.048755;102.731317,25.048493;102.730735,25.048106;102.730123,25.047684","['0VB7407KJC00VB7H07KIT00', '0VB7407KJC00VB7H07KJL00', '0VB7407KJC00VB6B07KK400', '0VB7407KJC00VB5O07KJ400']",[]
0VBB307KHV00VBAB07KI700,44000,,0VBAB07KI70,"102.742662,25.043107;102.742597,25.043184;102.742549,25.043244;102.742367,25.043447;102.742269,25.043559;102.742256,25.043572;102.742169,25.043653;102.742082,25.043715;102.74199,25.043764;102.741859,25.043814;102.74178,25.043832;102.7417,25.04385;102.741672,25.043855;102.741548,25.043877;102.741377,25.043898;102.741147,25.043907;102.740489,25.043924","['0VBAB07KI700VBB207KHU00', '0VBAB07KI700VBAB07KI400', '0VBAB07KI700VBAD07KIJ00', '0VBAB07KI700VB9U07KI700', '0VBAB07KI700VBAD07KIN00']",[]
0VB3T07KGD00VB3T07KGT00,44000,0VB3T07KGD0,,"102.719805,25.03819;102.719802,25.038257;102.7198,25.038295;102.71979,25.038412;102.719773,25.038719;102.719754,25.038924;102.71975,25.039091;102.719721,25.039698",[],"['0VB3K07KGD00VB3T07KGD00', '0VB3N07KGD00VB3T07KGD00', '0VB3R07KHP00VB3T07KGD00', '0VB4J07KGE00VB3T07KGD00', '0VB3V07KFJ00VB3T07KGD00']"
0VB6H07KI100VB7807KI400,44000,0VB6H07KI10,0VB7807KI40,"102.728162,25.043352;102.728941,25.043433;102.72996,25.043544;102.730412,25.043594","['0VB7807KI400VB7J07KI500', '0VB7807KI400VB7807KI100']","['0VB7307KI500VB6H07KI100', '0VB6H07KI600VB6H07KI100', '0VB6D07KI100VB6H07KI100']"
0VB4607KF000VB4S07KEV00,44000,,0VB4S07KEV0,"102.720671,25.033508;102.720995,25.033512;102.721998,25.033515;102.722462,25.033522;102.722803,25.033528","['0VB4S07KEV00VB5G07KF000', '0VB4S07KEV00VB4S07KET00', '0VB4S07KEV00VB5G07KEV00']",[]
0VAVC07KG700VB2D07KGC00,44000,0VAVC07KG70,,"102.705218,25.037429;102.705708,25.037224;102.706763,25.03688;102.706812,25.036861;102.707207,25.036733;102.707376,25.036683;102.708044,25.036482;102.708343,25.036422;102.708582,25.036399;102.708841,25.036392;102.709088,25.036396;102.709558,25.036422;102.709926,25.036462;102.710113,25.036491;102.710395,25.036554;102.710673,25.036629;102.71116,25.036792;102.713081,25.037467;102.71433,25.037894;102.714522,25.037936;102.714646,25.037951;102.714945,25.037972",[],"['0VAU407KH900VAVC07KG700', '0VB2Q07KGD00VAVC07KG700', '0VAV807KG200VAVC07KG700', '0VAVE07KGI00VAVC07KG700', '0VAV507KG100VAVC07KG700']"
0VBAQ07KFU00VBAN07KFS00,47000,0VBAQ07KFU0,,"102.741809,25.036631;102.741548,25.036395",[],"['0VBBB07KFL00VBAQ07KFU00', '0VBA107KGF00VBAQ07KFU00', '0VBBH07KGC00VBAQ07KFU00', '0VBAN07KFS00VBAQ07KFU00', '0VBAM07KFT00VBAQ07KFU00']"
0VB5N07KGE00VB5N07KFT00,44000,0VB5N07KGE0,,"102.725491,25.038161;102.725505,25.037707;102.725513,25.037428;102.725518,25.037143;102.72552,25.036486",[],"['0VB6D07KGF00VB5N07KGE00', '0VB4V07KGD00VB5N07KGE00', '0VB5O07KG200VB5N07KGE00', '0VB5N07KH000VB5N07KGE00']"
0VB9907KI600VBA007KGG00,45000,,0VBA007KGG0,"102.736856,25.043838;102.738093,25.040967;102.739124,25.038579;102.739213,25.038406","['0VBA007KGG00VB9907KI600', '0VBA007KGG00VB9N07KGH00', '0VBA007KGG00VBA707KGG00']",[]
0VB2K07KHN00VB3R07KHP00,44000,0VB2K07KHN0,0VB3R07KHP0,"102.715688,25.04226;102.716053,25.042288;102.716122,25.042293;102.716619,25.042335;102.71671,25.042346;102.716768,25.042351;102.716806,25.042355;102.716952,25.042363;102.71721,25.042376;102.717769,25.042395;102.718115,25.042405;102.718616,25.04242;102.718643,25.042421;102.718666,25.042421;102.7191,25.042429;102.719464,25.042436","['0VB3R07KHP00VB3S07KI600', '0VB3R07KHP00VB3B07KHP00', '0VB3R07KHP00VB4R07KHQ00', '0VB3R07KHP00VB3T07KGD00']","['0VB2U07KHO00VB2K07KHN00', '0VB3407KHP00VB2K07KHN00', '0VB1P07KHL00VB2K07KHN00', '0VB2N07KH200VB2K07KHN00', '0VB2G07KIL00VB2K07KHN00']"
0VB9N07KGG00VB9T07KFJ00,45000,0VB9N07KGG0,,"102.738352,25.038361;102.73844,25.037287;102.738452,25.037143;102.738469,25.036944;102.738766,25.036749;102.738792,25.036724;102.738809,25.0367;102.738821,25.036673;102.738826,25.036645;102.738839,25.036497;102.738843,25.03629;102.738846,25.036008;102.738853,25.035829;102.738857,25.035709;102.738863,25.035521",[],"['0VB9T07KFJ00VB9N07KGG00', '0VB9507KGF00VB9N07KGG00']"
0VB9N07KGH00VB8H07KGF00,44000,0VB9N07KGH0,0VB8H07KGF0,"102.738344,25.03845;102.737738,25.038439;102.737465,25.038435;102.737254,25.038427;102.736781,25.038425;102.736574,25.038424;102.736436,25.038423;102.735922,25.038421;102.735808,25.038421;102.735378,25.038416;102.735302,25.038416;102.734915,25.038406;102.734519,25.0384","['0VB8H07KGF00VB7U07KI700', '0VB8H07KGF00VB8S07KGF00', '0VB8H07KGF00VB8F07KFI10', '0VB8H07KGF00VB7H07KGG00']",['0VBA007KGG00VB9N07KGH00']
0VB3T07KGD00VB3N07KGD00,44000,0VB3T07KGD0,,"102.719667,25.038187;102.719379,25.038169;102.719299,25.038165",[],"['0VB3K07KGD00VB3T07KGD00', '0VB3N07KGD00VB3T07KGD00', '0VB3R07KHP00VB3T07KGD00', '0VB4J07KGE00VB3T07KGD00', '0VB3V07KFJ00VB3T07KGD00']"
0VBAP07KFU00VBAN07KFS00,47000,0VBAP07KFU0,,"102.741703,25.036553;102.741548,25.036395",[],"['0VBA107KGF00VBAP07KFU00', '0VBAN07KFS00VBAP07KFU00', '0VBAM07KFT00VBAP07KFU00']"
0VB2N07KH200VB2K07KHN00,44000,0VB2N07KH20,0VB2K07KHN0,"102.71596,25.040206;102.715957,25.040235;102.715928,25.04046;102.715874,25.040904;102.715809,25.041404;102.715734,25.041937;102.715688,25.04226","['0VB2K07KHN00VB2L07KHE00', '0VB2K07KHN00VB2K07KHU00', '0VB2K07KHN00VB3R07KHP00', '0VB2K07KHN00VB2007KHM00']","['0VB2L07KHE00VB2N07KH200', '0VB2D07KH000VB2N07KH200', '0VB2T07KGQ00VB2N07KH200', '0VB2Q07KGD00VB2N07KH200']"
0VB6D07KI100VB6H07KI100,44000,,0VB6H07KI10,"102.727721,25.043304;102.728162,25.043352","['0VB6H07KI100VB6D07KI110', '0VB6H07KI100VB6E07KI100', '0VB6H07KI100VB6H07KI600', '0VB6H07KI100VB7807KI400']",[]
0VB3P07KKH00VB3P07KJU00,44000,,0VB3P07KJU0,"102.71938,25.051296;102.719376,25.050813;102.719375,25.050766;102.719382,25.049947;102.719383,25.049508","['0VB3P07KJU00VB2A07KK300', '0VB3P07KJU00VB3P07KJ800', '0VB3P07KJU00VB3P07KKM00', '0VB3P07KJU00VB2A07KK200', '0VB3P07KJU00VB4K07KJT00']",[]
0VB2K07KHN00VB2007KHM00,44000,0VB2K07KHN0,,"102.715606,25.042373;102.714859,25.042316;102.714544,25.042292;102.713936,25.042263;102.713589,25.042239",[],"['0VB2U07KHO00VB2K07KHN00', '0VB3407KHP00VB2K07KHN00', '0VB1P07KHL00VB2K07KHN00', '0VB2N07KH200VB2K07KHN00', '0VB2G07KIL00VB2K07KHN00']"
0VB2A07KK200VB2C07KKD00,44000,0VB2A07KK20,,"102.714742,25.049952;102.714807,25.050556;102.714835,25.050971",[],"['0VB2C07KJM10VB2A07KK200', '0VB2D07KKN00VB2A07KK200', '0VB3P07KJU00VB2A07KK200', '0VB2J07KK300VB2A07KK200', '0VB1M07KK400VB2A07KK200']"
0VBAB07KI700VBAD07KIN00,45000,0VBAB07KI70,,"102.740489,25.043924;102.740497,25.044317;102.740511,25.044656;102.740498,25.04512;102.740497,25.045219;102.740493,25.045458",[],"['0VBAD07KIJ00VBAB07KI700', '0VB9S07KI600VBAB07KI700', '0VBAD07KIN00VBAB07KI700', '0VBAB07KI400VBAB07KI700', '0VBB307KHV00VBAB07KI700']"
0VB5N07KH000VB5N07KGE00,44000,,0VB5N07KGE0,"102.725508,25.039959;102.72551,25.039529;102.725508,25.039173;102.725497,25.038262","['0VB5N07KGE00VB5N07KHV00', '0VB5N07KGE00VB5307KGE00', '0VB5N07KGE00VB5N07KFT00', '0VB5N07KGE00VB6507KGE00']",[]
0VBB107KJ600VBAB07KJ600,45000,,0VBAB07KJ60,"102.742482,25.047028;102.742072,25.04701;102.741283,25.047016;102.740817,25.047019;102.740449,25.047015","['0VBAB07KJ600VBB107KJ600', '0VBAB07KJ600VB9F07KJ600', '0VBAB07KJ600VBA807KJS00', '0VBAB07KJ600VBAD07KIN00']",[]
0VB3T07KKM00VB3P07KKM00,45000,,0VB3P07KKM0,"102.719734,25.05176;102.719717,25.05176;102.719478,25.051758","['0VB3P07KKM00VB3P07KKH00', '0VB3P07KKM00VB3R07KLC00', '0VB3P07KKM00VB3T07KKM00']",[]
0VBAM07KFT00VBAP07KFU00,47000,,0VBAP07KFU0,"102.741408,25.036536;102.741464,25.036509;102.741513,25.036498;102.74155,25.036509;102.741596,25.036524;102.741703,25.036553","['0VBAP07KFU00VBBD07KFJ00', '0VBAP07KFU00VBAN07KFS00']",[]
0VB2G07KIL00VB2K07KHN00,44000,,0VB2K07KHN0,"102.715219,25.045317;102.715273,25.044881;102.715374,25.04406;102.71553,25.042978;102.715565,25.042698;102.715606,25.042373","['0VB2K07KHN00VB2L07KHE00', '0VB2K07KHN00VB2K07KHU00', '0VB2K07KHN00VB3R07KHP00', '0VB2K07KHN00VB2007KHM00']",[]
0VBAQ07KFU00VBBD07KFJ00,44000,0VBAQ07KFU0,,"102.741809,25.036631;102.741858,25.036587;102.741931,25.036527;102.741988,25.036493;102.742314,25.03631;102.742479,25.036222;102.743008,25.035936;102.743444,25.035702;102.743795,25.035511",[],"['0VBBB07KFL00VBAQ07KFU00', '0VBA107KGF00VBAQ07KFU00', '0VBBH07KGC00VBAQ07KFU00', '0VBAN07KFS00VBAQ07KFU00', '0VBAM07KFT00VBAQ07KFU00']"
0VB5N07KGE00VB6507KGE00,44000,0VB5N07KGE0,,"102.725604,25.038161;102.725981,25.038168;102.726635,25.038176;102.726855,25.038179",[],"['0VB6D07KGF00VB5N07KGE00', '0VB4V07KGD00VB5N07KGE00', '0VB5O07KG200VB5N07KGE00', '0VB5N07KH000VB5N07KGE00']"
